date,avg_temp_c,avg_humidity_percent,total_rain_mm,max_wind_kmh
2021-10-25,19.3,71,0.0,14.7
2021-10-26,18.8,68,0.0,9.7
2021-10-27,19.6,70,0.0,9.9
2021-10-28,19.8,65,0.0,10.1
2021-10-29,20.5,63,0.0,8.8
2021-10-30,21.2,63,0.0,12.0
2021-10-31,19.6,66,0.0,10.5
2021-11-01,20.2,65,0.0,16.3
2021-11-02,20.2,60,0.9,28.7
2021-11-03,20.2,55,0.0,15.8
2021-11-04,19.8,62,0.0,8.6
2021-11-05,20.0,63,0.0,11.6
2021-11-06,19.7,64,0.0,12.6
2021-11-07,19.3,60,0.0,8.9
2021-11-08,19.8,62,0.0,10.2
2021-11-09,19.6,63,0.0,9.0
2021-11-10,19.9,65,0.0,9.6
2021-11-11,19.5,67,0.0,7.6
2021-11-12,19.8,64,0.0,9.4
2021-11-13,19.0,59,0.0,10.7
2021-11-14,18.4,57,0.0,11.2
2021-11-15,17.1,61,0.0,11.8
2021-11-16,17.4,59,0.0,9.5
2021-11-17,17.7,59,0.0,7.3
2021-11-18,17.5,62,0.0,6.5
2021-11-19,16.5,69,0.0,10.0
2021-11-20,16.6,68,0.0,10.4
2021-11-21,16.6,67,0.0,10.9
2021-11-22,16.4,63,0.0,15.0
2021-11-23,15.7,68,0.0,9.7
2021-11-24,16.9,66,0.0,13.3
2021-11-25,16.9,70,0.0,10.8
2021-11-26,17.0,71,0.0,8.9
2021-11-27,16.2,75,0.0,9.8
2021-11-28,16.6,74,0.0,10.1
2021-11-29,16.8,68,0.0,15.0
2021-11-30,16.0,72,0.0,10.0
2021-12-01,16.0,71,0.0,7.4
2021-12-02,16.1,73,0.0,9.7
2021-12-03,15.5,74,0.0,9.2
2021-12-04,16.5,74,0.0,9.2
2021-12-05,16.1,77,0.4,24.3
2021-12-06,15.5,74,0.0,11.0
2021-12-07,14.6,72,0.0,10.2
2021-12-08,14.7,70,0.0,9.2
2021-12-09,14.8,68,0.0,10.0
2021-12-10,14.0,73,0.0,10.6
2021-12-11,13.1,68,0.0,10.2
2021-12-12,13.5,68,0.0,9.0
2021-12-13,12.3,76,0.0,9.1
2021-12-14,12.1,73,0.0,9.5
2021-12-15,11.8,71,0.0,10.5
2021-12-16,9.8,78,1.3,10.3
2021-12-17,9.7,79,0.0,11.9
2021-12-18,9.4,73,0.0,13.6
2021-12-19,9.3,73,0.0,9.3
2021-12-20,10.6,75,1.0,9.7
2021-12-21,11.3,78,0.0,9.1
2021-12-22,11.9,79,0.0,7.8
2021-12-23,12.4,79,0.0,8.7
2021-12-24,12.1,80,0.0,8.0
2021-12-25,12.2,84,0.0,6.6
2021-12-26,11.9,89,0.1,14.3
2021-12-27,11.7,88,0.0,9.1
2021-12-28,11.6,74,0.0,11.0
2021-12-29,10.2,75,0.0,10.8
2021-12-30,11.9,70,0.0,7.2
2021-12-31,11.4,77,0.0,11.2
2022-01-01,11.1,78,0.0,10.1
2022-01-02,11.2,73,0.0,10.8
2022-01-03,12.8,71,0.0,11.2
2022-01-04,13.0,74,0.3,13.5
2022-01-05,12.5,95,21.2,15.3
2022-01-06,12.9,91,0.9,15.3
2022-01-07,13.0,92,25.7,21.8
2022-01-08,12.9,85,16.3,27.2
2022-01-09,11.1,86,0.1,9.4
2022-01-10,10.6,86,0.0,9.7
2022-01-11,10.5,88,0.0,10.0
2022-01-12,10.8,79,0.0,9.4
2022-01-13,10.6,86,0.0,8.4
2022-01-14,9.6,91,0.0,8.3
2022-01-15,9.5,87,0.0,8.0
2022-01-16,9.5,91,0.0,7.4
2022-01-17,10.0,91,0.1,7.0
2022-01-18,9.9,90,0.0,10.0
2022-01-19,11.8,93,4.3,7.6
2022-01-20,12.4,92,0.4,6.3
2022-01-21,11.1,89,0.5,11.0
2022-01-22,11.3,90,18.1,24.1
2022-01-23,11.9,88,1.3,18.3
2022-01-24,11.0,88,1.6,8.8
2022-01-25,10.4,87,0.8,8.9
2022-01-26,10.4,83,0.0,11.6
2022-01-27,10.4,76,0.0,12.6
2022-01-28,10.7,73,0.0,12.3
2022-01-29,11.9,78,0.0,9.2
2022-01-30,12.8,78,0.0,11.9
2022-01-31,12.6,81,0.0,9.3
2022-02-01,12.6,84,0.0,13.2
2022-02-02,12.1,80,4.8,17.5
2022-02-03,11.3,83,3.8,23.9
2022-02-04,9.5,87,0.0,9.0
2022-02-05,10.1,87,0.2,7.2
2022-02-06,11.3,86,0.4,8.7
2022-02-07,13.2,82,0.1,13.0
2022-02-08,13.3,76,0.0,9.1
2022-02-09,13.6,70,0.1,20.9
2022-02-10,12.8,69,0.0,11.3
2022-02-11,12.8,69,0.0,17.9
2022-02-12,13.4,69,0.0,10.9
2022-02-13,13.8,78,0.0,8.8
2022-02-14,15.0,75,0.0,9.4
2022-02-15,14.8,76,0.3,9.0
2022-02-16,15.2,74,1.3,12.2
2022-02-17,14.9,71,0.0,9.4
2022-02-18,14.5,71,0.1,15.8
2022-02-19,15.0,69,0.0,15.3
2022-02-20,15.5,56,0.0,22.9
2022-02-21,16.1,53,0.0,12.9
2022-02-22,17.4,69,20.8,25.5
2022-02-23,15.5,78,0.0,21.6
2022-02-24,14.6,83,1.7,16.4
2022-02-25,13.8,86,4.5,25.5
2022-02-26,13.7,83,29.6,26.7
2022-02-27,13.6,78,0.0,10.7
2022-02-28,14.5,69,0.0,9.9
2022-03-01,17.0,71,0.0,14.0
2022-03-02,17.3,71,0.0,18.7
2022-03-03,14.9,87,10.2,21.7
2022-03-04,16.0,79,0.0,13.2
2022-03-05,17.3,70,0.0,10.7
2022-03-06,18.7,72,0.0,19.2
2022-03-07,18.7,70,0.0,19.2
2022-03-08,19.5,65,0.0,13.9
2022-03-09,19.0,72,0.0,10.1
2022-03-10,19.8,66,0.0,13.2
2022-03-11,19.7,68,0.0,12.9
2022-03-12,21.7,63,0.0,10.8
2022-03-13,23.0,67,0.0,9.8
2022-03-14,23.3,73,0.0,9.5
2022-03-15,24.6,73,0.0,11.3
2022-03-16,26.1,56,0.0,19.2
2022-03-17,25.8,58,0.0,11.5
2022-03-18,26.1,73,0.0,17.8
2022-03-19,26.4,74,0.0,19.6
2022-03-20,24.6,73,1.3,37.6
2022-03-21,24.2,66,0.0,10.5
2022-03-22,24.6,54,0.0,17.9
2022-03-23,24.2,58,0.0,13.6
2022-03-24,24.7,49,0.0,16.8
2022-03-25,23.8,47,0.0,13.3
2022-03-26,24.2,46,0.0,17.7
2022-03-27,24.5,52,0.0,11.5
2022-03-28,26.2,53,0.0,16.1
2022-03-29,25.5,60,0.0,10.1
2022-03-30,26.1,53,0.0,12.5
2022-03-31,26.0,49,0.0,12.7
2022-04-01,26.2,28,0.0,12.6
2022-04-02,25.9,40,0.0,16.5
2022-04-03,26.3,41,0.0,13.7
2022-04-04,26.8,41,0.0,12.2
2022-04-05,27.4,32,0.0,11.7
2022-04-06,28.1,31,0.0,13.7
2022-04-07,29.6,27,0.0,12.4
2022-04-08,29.2,29,0.0,11.3
2022-04-09,28.8,41,0.0,13.3
2022-04-10,29.6,36,0.0,13.0
2022-04-11,31.1,29,0.0,13.8
2022-04-12,30.9,28,0.0,13.7
2022-04-13,29.9,26,0.0,20.0
2022-04-14,28.0,34,0.0,21.1
2022-04-15,28.0,33,0.0,21.9
2022-04-16,29.0,30,0.0,15.1
2022-04-17,29.2,32,0.0,12.6
2022-04-18,30.5,33,0.0,17.5
2022-04-19,31.4,27,0.0,16.6
2022-04-20,30.6,28,0.2,16.3
2022-04-21,29.6,29,0.2,29.5
2022-04-22,28.1,35,0.0,14.9
2022-04-23,29.1,29,0.0,15.3
2022-04-24,29.0,31,0.0,16.9
2022-04-25,30.0,28,0.3,27.4
2022-04-26,30.4,27,0.0,14.7
2022-04-27,31.5,26,0.0,13.4
2022-04-28,32.6,25,0.0,12.6
2022-04-29,33.8,22,0.0,18.2
2022-04-30,33.4,25,0.0,15.1
2022-05-01,33.0,26,0.0,20.9
2022-05-02,33.3,31,0.0,29.8
2022-05-03,33.1,32,0.0,15.5
2022-05-04,29.1,42,0.0,21.6
2022-05-05,30.1,39,0.0,16.9
2022-05-06,30.9,31,0.0,14.5
2022-05-07,31.3,33,0.0,14.4
2022-05-08,32.8,30,0.0,15.3
2022-05-09,33.0,32,0.2,20.6
2022-05-10,33.0,38,0.1,22.6
2022-05-11,34.0,35,0.0,16.4
2022-05-12,34.8,33,0.0,14.9
2022-05-13,35.1,28,0.0,17.9
2022-05-14,34.7,20,0.0,18.3
2022-05-15,35.8,16,0.0,21.2
2022-05-16,35.0,18,0.0,30.7
2022-05-17,34.2,25,0.0,16.6
2022-05-18,34.0,24,0.0,14.0
2022-05-19,35.0,24,0.0,10.9
2022-05-20,35.2,22,0.0,23.5
2022-05-21,34.0,23,0.0,12.6
2022-05-22,33.7,22,0.0,19.4
2022-05-23,28.6,41,3.6,35.5
2022-05-24,25.7,58,2.6,31.0
2022-05-25,28.8,45,0.0,8.9
2022-05-26,31.9,37,0.0,10.1
2022-05-27,34.2,34,0.0,18.0
2022-05-28,34.1,39,0.1,15.7
2022-05-29,34.4,37,0.0,31.5
2022-05-30,32.5,38,0.5,22.1
2022-05-31,33.0,32,0.0,13.1
2022-06-01,33.3,27,0.0,10.8
2022-06-02,33.6,23,0.0,15.8
2022-06-03,35.0,19,0.0,15.6
2022-06-04,35.2,16,0.0,15.6
2022-06-05,36.3,14,0.0,9.8
2022-06-06,36.9,14,0.0,13.8
2022-06-07,37.4,14,0.0,11.1
2022-06-08,37.2,15,0.0,17.5
2022-06-09,37.6,14,0.0,15.9
2022-06-10,36.6,18,0.0,28.9
2022-06-11,36.4,23,0.0,30.6
2022-06-12,36.7,23,0.0,17.7
2022-06-13,37.0,23,0.0,23.2
2022-06-14,38.1,22,0.0,16.2
2022-06-15,38.4,24,0.0,17.9
2022-06-16,35.3,32,0.4,18.6
2022-06-17,30.3,60,0.7,18.7
2022-06-18,26.5,77,9.1,23.5
2022-06-19,26.8,74,0.6,11.1
2022-06-20,28.4,62,0.6,14.3
2022-06-21,24.4,82,7.4,18.5
2022-06-22,26.7,73,3.4,14.4
2022-06-23,28.4,57,0.0,14.7
2022-06-24,29.9,53,0.0,10.8
2022-06-25,31.0,48,0.0,9.1
2022-06-26,32.6,48,0.0,10.0
2022-06-27,33.7,55,0.0,10.0
2022-06-28,35.0,52,0.0,13.4
2022-06-29,35.3,53,0.0,24.0
2022-06-30,31.0,71,5.5,26.3
2022-07-01,27.8,79,17.2,19.7
2022-07-02,30.7,70,0.5,10.7
2022-07-03,30.6,74,1.1,20.4
2022-07-04,32.4,67,0.7,8.8
2022-07-05,32.7,68,6.4,14.3
2022-07-06,31.1,76,5.3,27.2
2022-07-07,32.0,72,0.2,9.5
2022-07-08,31.3,73,13.8,18.5
2022-07-09,30.9,76,6.7,16.3
2022-07-10,29.2,77,2.9,12.9
2022-07-11,30.8,73,0.1,7.2
2022-07-12,32.0,69,0.2,11.7
2022-07-13,30.4,76,6.1,20.3
2022-07-14,28.4,84,11.9,12.0
2022-07-15,27.3,83,11.8,19.2
2022-07-16,30.7,67,0.0,11.5
2022-07-17,28.4,82,9.2,20.8
2022-07-18,30.8,71,0.0,5.8
2022-07-19,32.3,68,0.0,7.1
2022-07-20,30.3,77,14.9,12.9
2022-07-21,26.8,89,39.8,19.3
2022-07-22,28.4,83,23.4,15.7
2022-07-23,28.7,82,1.8,16.3
2022-07-24,29.5,78,1.6,16.1
2022-07-25,28.8,82,12.5,15.3
2022-07-26,29.7,75,0.5,13.0
2022-07-27,28.5,82,9.5,14.6
2022-07-28,27.5,87,18.6,17.6
2022-07-29,27.2,88,16.4,12.4
2022-07-30,27.7,86,1.5,12.0
2022-07-31,27.4,86,16.9,10.2
2022-08-01,27.3,84,6.8,11.2
2022-08-02,29.5,80,0.2,7.0
2022-08-03,29.8,80,0.7,10.0
2022-08-04,29.4,82,5.5,20.0
2022-08-05,28.0,85,3.7,13.4
2022-08-06,28.7,83,1.8,8.6
2022-08-07,28.8,85,4.8,17.8
2022-08-08,29.6,79,0.0,9.5
2022-08-09,30.9,74,0.0,9.5
2022-08-10,31.5,73,0.0,8.4
2022-08-11,28.0,81,21.9,21.3
2022-08-12,29.4,67,0.0,12.9
2022-08-13,30.3,72,0.0,9.2
2022-08-14,30.3,77,1.9,16.1
2022-08-15,27.1,88,19.9,20.0
2022-08-16,28.7,78,0.0,9.3
2022-08-17,29.4,74,1.6,21.6
2022-08-18,29.6,76,0.3,11.4
2022-08-19,30.0,72,0.8,15.5
2022-08-20,29.4,71,0.6,12.8
2022-08-21,29.3,76,0.1,9.2
2022-08-22,30.6,70,0.0,9.0
2022-08-23,31.2,69,0.2,10.9
2022-08-24,29.8,73,15.1,24.8
2022-08-25,29.3,74,3.4,13.8
2022-08-26,29.6,71,1.7,10.8
2022-08-27,29.6,73,0.7,12.9
2022-08-28,29.6,72,2.8,12.2
2022-08-29,28.0,82,13.3,17.6
2022-08-30,29.0,76,3.6,21.9
2022-08-31,31.1,65,0.0,11.0
2022-09-01,31.4,59,0.0,10.1
2022-09-02,31.7,61,0.1,12.7
2022-09-03,31.4,61,0.0,10.5
2022-09-04,30.7,62,0.0,15.4
2022-09-05,28.4,74,6.2,22.0
2022-09-06,28.6,77,4.4,10.0
2022-09-07,29.8,67,0.0,6.8
2022-09-08,30.6,64,0.0,7.2
2022-09-09,30.5,66,0.7,12.4
2022-09-10,30.3,71,1.0,17.3
2022-09-11,29.3,73,0.5,18.9
2022-09-12,29.5,70,0.0,11.7
2022-09-13,30.3,65,0.0,10.9
2022-09-14,30.2,65,0.0,10.0
2022-09-15,30.1,66,0.0,10.0
2022-09-16,28.6,73,5.2,17.9
2022-09-17,29.1,69,0.8,17.9
2022-09-18,29.9,65,0.0,9.7
2022-09-19,30.3,60,0.0,9.4
2022-09-20,29.6,64,0.0,12.5
2022-09-21,28.5,72,1.9,11.2
2022-09-22,28.5,73,0.0,11.5
2022-09-23,27.9,75,0.8,16.1
2022-09-24,24.3,90,29.9,11.9
2022-09-25,25.9,78,0.0,13.7
2022-09-26,26.2,78,0.0,6.6
2022-09-27,26.8,76,0.0,6.9
2022-09-28,27.1,73,0.0,8.8
2022-09-29,27.5,70,0.1,7.8
2022-09-30,28.1,66,0.0,9.4
2022-10-01,28.1,63,0.0,10.5
2022-10-02,28.2,63,0.0,10.2
2022-10-03,28.6,53,0.0,12.3
2022-10-04,28.8,51,0.0,10.9
2022-10-05,27.8,52,0.0,10.0
2022-10-06,26.5,59,0.0,12.2
2022-10-07,26.7,66,0.0,10.6
2022-10-08,26.4,70,0.0,14.0
2022-10-09,25.9,73,0.0,10.8
2022-10-10,24.3,79,5.8,16.4
2022-10-11,23.3,82,7.8,22.4
2022-10-12,23.3,74,0.0,8.1
2022-10-13,24.4,62,0.0,9.7
2022-10-14,24.5,60,0.0,11.9
2022-10-15,24.4,59,0.0,9.6
2022-10-16,23.8,61,0.0,11.7
2022-10-17,24.1,56,0.0,10.8
2022-10-18,24.1,56,0.0,17.8
2022-10-19,23.8,56,0.0,13.9
2022-10-20,22.6,55,0.7,30.2
2022-10-21,22.2,54,0.0,14.9
2022-10-22,22.6,51,0.0,8.9
2022-10-23,22.4,55,0.0,7.9
2022-10-24,22.2,56,0.0,8.8
2022-10-25,22.3,58,0.0,10.7
2022-10-26,22.7,61,0.0,10.9
2022-10-27,22.5,62,0.0,9.8
2022-10-28,23.0,61,0.0,9.9
2022-10-29,22.9,60,0.0,9.4
2022-10-30,22.2,67,0.0,8.4
2022-10-31,22.8,66,0.0,12.0
2022-11-01,22.9,64,0.3,28.8
2022-11-02,22.4,57,0.0,11.2
2022-11-03,22.4,62,0.0,9.4
2022-11-04,22.3,73,0.0,10.1
2022-11-05,21.3,77,2.3,27.6
2022-11-06,21.0,70,10.6,29.0
2022-11-07,19.6,77,0.0,18.6
2022-11-08,19.5,78,0.0,16.0
2022-11-09,18.4,83,1.8,21.2
2022-11-10,19.3,64,0.1,25.1
2022-11-11,18.8,64,0.0,10.0
2022-11-12,18.4,68,0.0,10.1
2022-11-13,18.4,66,0.0,10.5
2022-11-14,18.1,70,5.7,26.8
2022-11-15,17.4,73,0.0,11.8
2022-11-16,16.9,74,0.0,9.1
2022-11-17,16.7,70,0.0,14.2
2022-11-18,15.7,69,0.0,10.2
2022-11-19,16.3,74,0.0,10.0
2022-11-20,16.6,63,0.0,13.0
2022-11-21,15.7,70,0.0,10.5
2022-11-22,15.7,68,0.0,10.9
2022-11-23,15.5,64,0.0,11.2
2022-11-24,15.7,71,0.0,9.8
2022-11-25,15.9,70,0.0,10.3
2022-11-26,16.5,71,0.0,10.5
2022-11-27,16.8,67,0.0,6.3
2022-11-28,15.7,74,0.0,8.6
2022-11-29,15.6,80,0.0,9.9
2022-11-30,16.1,77,0.0,10.1
2022-12-01,16.6,71,0.0,10.0
2022-12-02,16.1,75,0.0,7.2
2022-12-03,15.3,77,0.0,10.1
2022-12-04,15.1,73,0.0,11.6
2022-12-05,15.3,71,0.0,10.6
2022-12-06,15.2,69,0.0,11.2
2022-12-07,14.8,67,0.0,9.8
2022-12-08,14.9,75,0.0,9.8
2022-12-09,16.1,67,0.0,10.5
2022-12-10,17.3,57,0.0,11.7
2022-12-11,17.2,53,0.0,13.1
2022-12-12,15.8,52,0.0,9.5
2022-12-13,16.5,47,0.0,19.4
2022-12-14,13.8,59,0.0,11.5
2022-12-15,14.0,58,0.0,9.4
2022-12-16,14.1,63,0.0,9.2
2022-12-17,15.1,66,0.0,7.6
2022-12-18,13.9,78,0.0,9.7
2022-12-19,13.3,79,0.0,9.3
2022-12-20,13.2,78,0.0,9.3
2022-12-21,13.3,76,0.0,10.5
2022-12-22,11.8,86,0.0,6.8
2022-12-23,9.1,93,0.0,8.2
2022-12-24,9.4,90,0.0,12.5
2022-12-25,10.5,87,0.0,9.4
2022-12-26,10.8,87,0.0,9.4
2022-12-27,10.6,85,0.0,10.9
2022-12-28,11.6,82,0.0,8.7
2022-12-29,11.0,91,6.6,11.8
2022-12-30,12.9,84,0.0,11.2
2022-12-31,11.5,83,0.0,10.0
2023-01-01,11.4,79,0.0,9.2
2023-01-02,9.3,89,0.0,7.4
2023-01-03,8.9,89,0.0,10.0
2023-01-04,9.8,84,0.0,9.7
2023-01-05,7.1,92,0.0,6.3
2023-01-06,6.9,94,0.2,5.2
2023-01-07,8.5,93,0.4,12.2
2023-01-08,9.6,93,0.0,10.3
2023-01-09,10.3,90,0.0,8.7
2023-01-10,10.5,93,0.0,9.4
2023-01-11,10.6,96,2.8,12.4
2023-01-12,11.9,86,0.0,10.4
2023-01-13,11.1,88,0.0,8.9
2023-01-14,9.9,78,0.0,10.8
2023-01-15,7.9,66,0.0,10.2
2023-01-16,8.1,63,0.0,10.7
2023-01-17,8.7,60,0.0,9.7
2023-01-18,9.3,68,0.0,8.6
2023-01-19,12.8,62,0.0,9.6
2023-01-20,10.6,85,2.7,10.8
2023-01-21,11.1,78,0.0,9.5
2023-01-22,11.8,72,0.0,9.3
2023-01-23,13.1,64,0.0,16.3
2023-01-24,12.8,67,0.0,12.3
2023-01-25,12.7,88,0.5,8.7
2023-01-26,10.8,78,0.0,12.8
2023-01-27,10.6,66,0.0,11.0
2023-01-28,11.5,62,0.0,10.7
2023-01-29,12.3,75,6.6,20.1
2023-01-30,13.4,87,2.1,20.7
2023-01-31,12.4,82,0.0,14.7
2023-02-01,12.6,70,0.0,12.3
2023-02-02,13.5,66,0.0,12.9
2023-02-03,14.0,71,0.0,10.0
2023-02-04,15.4,67,0.0,11.6
2023-02-05,15.2,64,0.0,10.1
2023-02-06,16.6,69,0.3,21.0
2023-02-07,16.1,54,0.0,17.7
2023-02-08,15.0,56,0.0,9.2
2023-02-09,14.5,69,0.0,22.7
2023-02-10,17.3,62,0.0,17.0
2023-02-11,14.8,55,0.0,14.8
2023-02-12,13.2,37,0.0,17.2
2023-02-13,14.1,32,0.0,14.8
2023-02-14,15.5,40,0.0,10.4
2023-02-15,18.4,47,0.0,14.6
2023-02-16,19.5,56,0.0,9.8
2023-02-17,19.7,66,0.0,8.7
2023-02-18,20.3,66,0.0,8.3
2023-02-19,20.3,67,0.0,12.2
2023-02-20,21.4,69,0.0,15.5
2023-02-21,20.3,54,0.0,18.6
2023-02-22,18.7,50,0.0,9.6
2023-02-23,19.5,48,0.0,18.4
2023-02-24,19.5,42,0.0,13.2
2023-02-25,20.5,52,0.0,9.6
2023-02-26,19.7,56,0.7,16.8
2023-02-27,20.3,54,0.0,12.2
2023-02-28,18.6,64,1.7,18.4
2023-03-01,19.4,71,0.6,15.5
2023-03-02,19.4,69,3.9,19.0
2023-03-03,19.8,61,0.0,12.8
2023-03-04,20.2,59,0.0,10.0
2023-03-05,20.7,54,0.0,15.2
2023-03-06,21.2,47,0.0,13.8
2023-03-07,21.2,45,0.0,17.4
2023-03-08,21.0,51,0.0,11.3
2023-03-09,20.8,54,0.0,12.0
2023-03-10,22.1,52,0.0,15.0
2023-03-11,22.3,55,0.0,11.3
2023-03-12,22.6,58,0.0,14.3
2023-03-13,22.4,62,3.9,19.2
2023-03-14,22.8,60,0.0,15.8
2023-03-15,23.2,57,0.1,11.6
2023-03-16,22.6,65,0.0,26.8
2023-03-17,19.4,70,0.3,24.7
2023-03-18,18.5,77,0.4,13.1
2023-03-19,18.7,79,2.5,15.4
2023-03-20,18.8,81,7.7,14.2
2023-03-21,18.8,77,0.0,12.1
2023-03-22,19.9,69,0.1,17.3
2023-03-23,20.0,71,0.1,19.8
2023-03-24,17.7,85,11.3,21.6
2023-03-25,17.7,83,15.6,27.2
2023-03-26,18.2,72,0.0,10.7
2023-03-27,20.1,64,0.0,8.2
2023-03-28,21.6,56,0.0,9.8
2023-03-29,21.9,59,0.3,15.6
2023-03-30,21.5,69,6.6,19.5
2023-03-31,18.2,87,20.2,20.6
2023-04-01,17.8,87,11.0,21.3
2023-04-02,19.1,80,0.0,8.4
2023-04-03,19.5,78,8.8,16.1
2023-04-04,20.0,73,1.6,11.3
2023-04-05,20.1,65,0.0,14.5
2023-04-06,21.1,63,0.0,11.0
2023-04-07,21.9,51,0.0,15.1
2023-04-08,22.6,51,0.0,10.6
2023-04-09,23.9,46,0.0,12.7
2023-04-10,25.0,40,0.0,16.8
2023-04-11,26.2,41,0.3,20.5
2023-04-12,27.0,39,0.0,16.6
2023-04-13,27.4,37,0.0,13.3
2023-04-14,28.8,35,0.0,11.6
2023-04-15,29.4,29,0.0,15.3
2023-04-16,29.2,33,0.0,24.1
2023-04-17,29.6,34,0.0,13.4
2023-04-18,28.7,40,2.7,24.3
2023-04-19,23.8,71,15.1,27.3
2023-04-20,23.6,57,1.7,15.6
2023-04-21,23.0,52,2.2,19.9
2023-04-22,22.9,43,0.0,25.0
2023-04-23,24.3,41,0.0,10.8
2023-04-24,26.4,34,0.0,12.1
2023-04-25,27.5,32,0.0,13.0
2023-04-26,28.0,36,0.1,19.9
2023-04-27,27.2,36,1.4,30.4
2023-04-28,26.8,39,0.0,25.7
2023-04-29,27.0,42,0.0,26.2
2023-04-30,25.7,51,1.6,11.6
2023-05-01,23.0,68,8.9,22.8
2023-05-02,22.2,71,1.1,17.8
2023-05-03,22.5,73,1.2,12.3
2023-05-04,24.2,64,0.0,19.9
2023-05-05,25.2,56,0.2,11.8
2023-05-06,26.9,43,0.1,20.3
2023-05-07,27.0,41,0.0,22.4
2023-05-08,26.3,38,0.0,26.7
2023-05-09,26.4,40,0.0,17.7
2023-05-10,27.8,30,0.0,16.5
2023-05-11,28.8,32,0.0,10.2
2023-05-12,29.9,33,0.0,11.8
2023-05-13,31.2,31,0.0,16.4
2023-05-14,30.8,28,0.1,29.7
2023-05-15,31.1,28,0.0,12.8
2023-05-16,30.9,28,0.0,18.5
2023-05-17,31.9,30,0.0,15.8
2023-05-18,28.9,41,0.0,21.7
2023-05-19,29.8,42,0.0,10.7
2023-05-20,31.9,32,0.0,17.2
2023-05-21,33.1,28,0.0,13.0
2023-05-22,33.2,32,0.0,23.6
2023-05-23,32.6,38,0.1,17.8
2023-05-24,28.0,56,6.4,27.2
2023-05-25,27.4,57,0.7,17.4
2023-05-26,25.8,65,9.7,17.7
2023-05-27,27.6,57,0.0,21.0
2023-05-28,28.6,51,0.0,10.2
2023-05-29,26.5,64,6.4,25.1
2023-05-30,27.3,54,0.0,14.8
2023-05-31,23.8,75,16.3,23.4
2023-06-01,22.2,84,6.4,21.4
2023-06-02,24.1,71,0.2,10.7
2023-06-03,27.1,60,0.0,7.6
2023-06-04,29.2,52,0.0,9.7
2023-06-05,29.5,47,0.0,19.0
2023-06-06,28.1,55,0.4,16.4
2023-06-07,28.4,58,0.0,27.2
2023-06-08,30.4,49,0.8,10.4
2023-06-09,32.2,44,0.0,9.2
2023-06-10,33.2,44,0.0,22.1
2023-06-11,31.1,55,0.0,13.2
2023-06-12,33.1,52,0.0,11.5
2023-06-13,33.8,50,0.3,19.0
2023-06-14,31.5,55,20.1,19.2
2023-06-15,28.2,72,14.8,28.3
2023-06-16,29.8,65,0.6,11.6
2023-06-17,31.6,61,0.1,7.1
2023-06-18,32.3,61,0.3,11.7
2023-06-19,32.3,63,0.0,10.4
2023-06-20,33.5,58,0.0,8.7
2023-06-21,34.3,55,0.0,20.3
2023-06-22,35.1,57,0.0,12.3
2023-06-23,35.6,52,0.0,12.6
2023-06-24,34.8,55,0.0,18.7
2023-06-25,33.0,65,0.3,26.9
2023-06-26,28.1,80,18.2,23.8
2023-06-27,30.1,71,0.5,12.4
2023-06-28,30.9,68,0.3,15.5
2023-06-29,30.9,69,13.2,13.5
2023-06-30,31.0,67,0.3,10.0
2023-07-01,31.7,64,0.0,16.5
2023-07-02,32.0,63,0.8,14.9
2023-07-03,33.9,59,0.0,16.2
2023-07-04,32.4,66,18.4,18.7
2023-07-05,28.1,84,38.3,21.5
2023-07-06,28.2,81,4.4,20.6
2023-07-07,28.4,81,2.4,13.5
2023-07-08,26.2,90,13.4,18.9
2023-07-09,27.0,83,1.1,15.9
2023-07-10,27.9,80,0.2,16.9
2023-07-11,29.5,75,0.0,10.5
2023-07-12,30.5,74,0.2,16.6
2023-07-13,30.2,74,0.1,14.2
2023-07-14,30.2,76,0.8,16.3
2023-07-15,30.5,77,0.0,18.5
2023-07-16,29.2,84,4.1,15.1
2023-07-17,30.4,81,1.4,12.2
2023-07-18,30.2,81,0.3,14.6
2023-07-19,29.6,81,0.8,18.8
2023-07-20,30.3,79,5.9,11.6
2023-07-21,30.3,82,9.8,12.8
2023-07-22,28.1,90,28.1,23.5
2023-07-23,29.8,79,6.1,12.0
2023-07-24,29.9,81,7.2,11.9
2023-07-25,30.1,82,0.2,9.7
2023-07-26,28.8,83,19.8,13.4
2023-07-27,28.2,85,23.9,11.9
2023-07-28,28.5,84,4.3,10.7
2023-07-29,27.7,87,21.6,10.5
2023-07-30,29.4,78,0.2,10.0
2023-07-31,30.1,75,0.7,22.7
2023-08-01,31.3,75,0.1,11.1
2023-08-02,31.4,74,0.1,12.8
2023-08-03,30.1,80,7.5,13.2
2023-08-04,31.0,77,0.1,14.2
2023-08-05,30.0,80,26.7,12.5
2023-08-06,29.8,80,5.4,12.2
2023-08-07,30.0,77,17.4,16.6
2023-08-08,30.7,72,0.0,13.6
2023-08-09,30.9,76,2.8,14.4
2023-08-10,29.4,81,6.9,15.8
2023-08-11,30.6,76,0.2,24.1
2023-08-12,31.8,66,0.0,11.4
2023-08-13,31.9,66,0.1,16.0
2023-08-14,30.0,77,0.5,25.1
2023-08-15,29.7,74,0.7,20.6
2023-08-16,30.7,73,0.4,7.7
2023-08-17,31.5,69,0.0,9.4
2023-08-18,31.6,71,0.4,12.7
2023-08-19,30.9,76,1.8,16.4
